"Run.Num"	"Sample.Bag"	"Date.Time"	"Timestamp"	"HR.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean"	"Delta.13CO2.Mean"	"HR.12CH4.Mean"	"HR.13CH4.Mean"	"HP.12CH4.Mean"	"HP.13CH4.Mean"	"bag.."	"sample.ID"	"vol.mL"	"Pssim"	"description"	"Date"	"Time"	"Timestamp.cor"	"HP.CH4.Mean"	"HR.CH4.Mean"	"XCO2.Mean"	"Patm.mbar"	"Date.ID"	"Patm.torr"	"SSIM.dil.factor"	"delta.HP.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean.corr"	"cali.date"	"m.water"	"treatment"	"sample.date"	"sample.depth"	"T.equil"	"V.hs.initial"	"sal"
"678"	15	1	"05/25/16 11:11:06"	1464188970.37983	-28.801	-24.027	-7.61	5.239	0.058	5.26	0.058	17	17	3	839	" mtotal=892.68. Pssim=839Torr."	"05/25/16"	"11:11:06"	1464188970.37983	5.318	5.297	154.539	1004.48	16	753.421959038496	7.42390537763387	0	-24.027	"05/25/16"	876.49	"50x"	"20160407"	3.5	1	0.15	34.695
"679"	16	1	"05/25/16 11:22:22"	1464189645.97837	-28.562	-24.185	-7.58	5.254	0.058	5.278	0.059	17	17	3	838	" mtotal=892.68. Pssim=838Torr."	"05/25/16"	"11:22:22"	1464189645.97837	5.337	5.312	158.043	1004.48	16	753.421959038496	7.41505686109318	0	-24.185	"05/25/16"	876.49	"50x"	"20160407"	3.5	1	0.15	34.695
"680"	17	1	"05/25/16 11:33:54"	1464190338.88183	-30.715	-26.408	-7.348	5.509	0.061	5.533	0.061	20	20	3	838	" mtotal=830.48. "	"05/25/16"	"11:33:54"	1464190338.88183	5.594	5.57	158.398	1004.48	16	753.421959038496	7.41505686109318	0	-26.408	"05/25/16"	814.22	"50x"	"20160407"	2	1	0.15	34.695
"681"	18	1	"05/25/16 11:44:17"	1464190961.88704	-30.896	-26.394	-6.752	5.525	0.061	5.552	0.062	20	20	3	838	" mtotal=830.48. Pssim=838Torr."	"05/25/16"	"11:44:17"	1464190961.88704	5.614	5.586	160.415	1004.48	16	753.421959038496	7.41505686109318	0	-26.394	"05/25/16"	814.22	"50x"	"20160407"	2	1	0.15	34.695
"682"	19	1	"05/25/16 11:55:16"	1464191620.57678	-29.52	-24.456	-5.709	5.959	0.066	5.987	0.067	23	23	3	838	" mtotal=871.86. Pssim=838Torr."	"05/25/16"	"11:55:16"	1464191620.57678	6.054	6.025	155.285	1004.48	16	753.421959038496	7.41505686109318	0	-24.456	"05/25/16"	855.56	"50x"	"20160407"	1	1	0.15	34.695
"683"	20	1	"05/25/16 12:06:14"	1464192278.4575	-29.232	-24.417	-6.821	5.492	0.061	5.517	0.061	23	23	3	837	" mtotal=871.86. Pssim=837Torr."	"05/25/16"	"12:06:14"	1464192278.4575	5.578	5.553	140.513	1004.48	16	753.421959038496	7.4062083445525	0	-24.417	"05/25/16"	855.56	"50x"	"20160407"	1	1	0.15	34.695
"684"	21	1	"05/25/16 12:16:15"	1464192879.53361	-28.169	-24.152	-7.251	5.332	0.059	5.359	0.06	23	23	3	837	" mtotal=871.86. Pssim=837Torr."	"05/25/16"	"12:16:15"	1464192879.53361	5.419	5.391	133.821	1004.48	16	753.421959038496	7.4062083445525	0	-24.152	"05/25/16"	855.56	"50x"	"20160407"	1	1	0.15	34.695
"697"	34	1	"05/25/16 14:54:34"	1464202378.83371	10.538	15.71	-14.457	6.031	0.069	6.03	0.069	30	30	1	827	" mtotal=494.79. Pssim=827 Torr."	"05/25/16"	"14:54:34"	1464202378.83371	6.099	6.1	49.162	1004.48	16	753.421959038496	21.953169537437	0	15.71	"05/25/16"	478.57	"500x Peri"	"20160409"	2	1	0.1	34.81692308
"698"	35	1	"05/25/16 15:05:02"	1464203006.66396	11.18	16.348	-17.051	5.962	0.068	5.961	0.068	30	30	1	828	" mtotal=494.79. Pssim=828 Torr."	"05/25/16"	"15:05:02"	1464203006.66396	6.029	6.03	50.057	1004.48	16	753.421959038496	21.979715087059	0	16.348	"05/25/16"	478.57	"500x Peri"	"20160409"	2	1	0.1	34.81692308
"699"	36	1	"05/25/16 15:16:54"	1464203718.43497	30.826	39.091	-16.511	1.519	0.018	1.519	0.018	38	38	1	827	" mtotal=762.58. Pssim=827 Torr."	"05/25/16"	"15:16:54"	1464203718.43497	1.537	1.537	51.295	1004.48	16	753.421959038496	21.953169537437	2.42884344765926	36.6621565523407	"05/25/16"	746.51	"500x Peri"	"20160409"	6.5	1	0.1	34.81692308
"700"	37	1	"05/25/16 15:27:27"	1464204350.86659	30.623	39.621	-17.243	1.466	0.017	1.467	0.017	38	38	1	827	" mtotal=762.58. Pssim=827 Torr."	"05/25/16"	"15:27:27"	1464204350.86659	1.484	1.483	53.899	1004.48	16	753.421959038496	21.953169537437	2.50078065327236	37.1202193467276	"05/25/16"	746.51	"500x Peri"	"20160409"	6.5	1	0.1	34.81692308
"701"	38	1	"05/25/16 15:41:44"	1464205208.74237	-22.377	9999999	19.192	81.184	0.903	52.519	9999999	39	44	1	826	" mtotal=652.45. Pssim=826 Torr. NaOH killed."	"05/25/16"	"15:41:44"	1464205208.74237	10000051.519	82.087	11.784	1004.48	16	753.421959038496	21.9266239878149	0	9999999	"05/25/16"	636.18	"500x Peri"	"20160409"	6.5	1	0.1	34.81692308
"702"	39	1	"05/25/16 15:53:14"	1464205898.76463	-22.421	9999999	12.278	80.216	0.891	51.78	9999999	39	44	1	826	" mtotal=652.45. Pssim=826 Torr. NaOH killed."	"05/25/16"	"15:53:14"	1464205898.76463	10000050.78	81.107	10.636	1004.48	16	753.421959038496	21.9266239878149	0	9999999	"05/25/16"	636.18	"500x Peri"	"20160409"	6.5	1	0.1	34.81692308
